Year,station,BEN,CO,EBE,MXY,NMHC,NO_2,NOx,OXY,O_3,PM10,PXY,SO_2,TCH,TOL,PM25,NO,CH4
2001,28079001,100,0.732600733,100,100,100,0.732600733,0.732600733,100,0.572344322,0.721153846,100,0.812728938,100,100,,,
2001,28079003,100,0.205479452,100,100,100,0.216894977,0.216894977,100,0.194063927,0.924657534,100,0.262557078,100,100,,,
2001,28079004,100,0.057077626,100,100,100,0.057077626,0.057077626,100,0.102739726,0.091324201,100,0.068493151,100,100,,,
2001,28079006,1.312785388,0.639269406,1.392694064,1.404109589,0.742009132,0.662100457,0.662100457,1.392694064,0.616438356,0.799086758,1.392694064,0.639269406,0.730593607,1.563926941,,,
2001,28079007,100,3.118448637,100,100,3.721174004,3.131551363,3.144654088,100,3.118448637,3.472222222,100,3.131551363,3.721174004,100,,,
2001,28079008,3.259930915,0.906735751,2.547495682,100,100,1.122625216,1.144214162,100,0.885146805,4.576856649,100,0.885146805,100,3.238341969,,,
2001,28079009,100,0.433789954,100,100,100,0.764840183,0.799086758,100,0.376712329,0.593607306,100,0.479452055,100,100,,,
2001,28079011,100,0.878995434,100,100,54.76027397,1.00456621,1.02739726,100,0.844748858,0.98173516,100,0.924657534,54.76027397,100,,,
2001,28079012,100,0.582191781,100,100,2.408675799,0.308219178,0.319634703,100,0.0456621,0.182648402,100,0.102739726,2.408675799,100,,,
2001,28079014,100,0.068493151,100,100,100,0.079908676,0.079908676,100,0.0456621,0.182648402,100,0.091324201,100,100,,,
2001,28079015,1.894977169,1.997716895,1.906392694,100,1.563926941,0.924657534,0.924657534,100,0.776255708,0.867579909,100,0.856164384,1.563926941,1.712328767,,,
2001,28079016,100,0.342465753,100,100,100,0.410958904,0.433789954,100,0.296803653,27.83105023,100,0.388127854,100,100,,,
2001,28079017,100,0.808457711,100,100,100,0.870646766,0.870646766,100,0.829187396,1.05721393,100,0.849917081,100,100,,,
2001,28079018,100,0.772058824,100,100,0.833333333,0.931372549,0.931372549,100,0.759803922,12.74509804,100,0.808823529,0.833333333,100,,,
2001,28079019,100,0.171232877,100,100,100,0.182648402,0.182648402,100,0.159817352,0.239726027,100,0.239726027,100,100,,,
2001,28079021,100,2.762557078,100,100,100,2.796803653,2.796803653,100,2.751141553,2.808219178,100,2.796803653,100,100,,,
2001,28079022,4.246575342,0.182648402,100,100,100,0.205479452,0.205479452,100,0.125570776,0.194063927,100,0.376712329,100,6.187214612,,,
2001,28079023,30.49086758,0.136986301,30.49086758,100,0.605022831,0.136986301,0.136986301,100,0.136986301,0.502283105,100,0.194063927,0.182648402,30.49086758,,,
2001,28079024,2.881083563,1.021579431,51.9513315,2.800734619,1.251147842,1.078971534,1.101928375,2.800734619,1.033057851,1.147842057,2.800734619,1.056014692,1.182277319,2.777777778,,,
2001,28079025,2.793040293,2.003205128,2.850274725,2.861721612,100,2.003205128,2.014652015,2.838827839,2.277930403,57.80677656,2.850274725,2.026098901,100,2.838827839,,,
2001,28079035,2.214611872,0.114155251,2.180365297,2.99086758,0.228310502,0.125570776,0.125570776,2.077625571,0.102739726,0.182648402,2.180365297,0.159817352,0.228310502,2.237442922,,,
2001,28079036,100,0.114155251,100,100,100,0.102739726,0.102739726,100,0.034246575,0.216894977,100,0.125570776,100,100,,,
2001,28079038,100,0.114155251,100,100,100,0.148401826,0.148401826,100,0.114155251,0.182648402,100,0.148401826,100,100,,,
2001,28079039,100,0.216894977,100,100,100,0.627853881,0.616438356,100,0.216894977,0.605022831,100,0.228310502,100,100,,,
2001,28079040,100,0.342465753,100,100,33.31050228,0.353881279,0.365296804,100,0.331050228,0.445205479,100,0.376712329,33.29908676,100,,,
2001,28079099,0.993150685,0.011415525,0.95890411,1.095890411,2.317351598,0.011415525,0.011415525,0.867579909,0.011415525,0.011415525,0.878995434,0.011415525,1.940639269,1.232876712,,,
2002,28079001,100,0.171232877,100,100,100,0.570776256,0.570776256,100,0.148401826,0.296803653,100,0.194063927,100,100,,,
2002,28079003,100,0.872359963,100,100,100,1.239669421,1.239669421,100,0.81496786,0.964187328,100,0.918273646,100,100,,,
2002,28079004,100,0.102739726,100,100,100,0.079908676,0.079908676,100,0.057077626,0.251141553,100,0.079908676,100,100,,,
2002,28079006,0.747508306,0.705980066,0.747508306,0.747508306,0.775193798,0.996677741,0.996677741,0.761351052,0.49833887,0.636766334,0.761351052,0.581395349,0.775193798,0.830564784,,,
2002,28079007,100,0.057077626,100,100,0.308219178,0.057077626,0.057077626,100,0.02283105,0.148401826,100,0.136986301,0.308219178,100,,,
2002,28079008,100,1.065891473,100,100,1.259689922,1.065891473,1.065891473,100,0.968992248,1.065891473,100,1.065891473,1.259689922,100,,,
2002,28079009,100,0.331050228,100,100,100,0.456621005,0.456621005,100,0.308219178,0.433789954,100,0.331050228,100,100,,,
2002,28079011,100,0.433789954,100,100,0.479452055,0.46803653,0.46803653,100,0.353881279,0.49086758,100,0.479452055,0.479452055,100,,,
2002,28079012,100,0.0456621,100,100,80.59360731,0.079908676,0.079908676,100,0.011415525,0.251141553,100,0.079908676,80.58219178,100,,,
2002,28079014,100,0.171232877,100,100,100,0.171232877,0.171232877,100,0.159817352,0.262557078,100,0.205479452,100,100,,,
2002,28079015,1.54109589,0.342465753,1.575342466,100,1.267123288,0.410958904,0.410958904,100,0.251141553,0.570776256,100,0.342465753,1.175799087,1.506849315,,,
2002,28079016,100,0.0456621,100,100,100,0.068493151,0.068493151,100,0.02283105,0.091324201,100,0.079908676,100,100,,,
2002,28079017,100,0.057077626,100,100,100,0.559360731,0.559360731,100,0.034246575,0.159817352,100,0.079908676,100,100,,,
2002,28079018,100,0.595238095,100,100,0.815217391,0.634057971,0.634057971,100,0.582298137,0.659937888,100,0.634057971,0.685817805,100,,,
2002,28079019,100,0.102739726,100,100,100,0.114155251,0.114155251,100,0.091324201,0.182648402,100,0.114155251,100,100,,,
2002,28079021,100,0.228310502,100,100,100,0.285388128,0.285388128,100,0.205479452,0.296803653,100,0.251141553,100,100,,,
2002,28079022,5.199724518,0.40174472,100,100,100,0.41322314,0.41322314,100,0.344352617,0.470615243,100,0.941230487,100,6.095041322,,,
2002,28079023,0.517955801,0.471915285,0.540976059,100,0.679097606,0.506445672,0.506445672,100,0.42587477,0.563996317,100,0.506445672,0.644567219,0.517955801,,,
2002,28079024,5.753424658,0.171232877,5.707762557,5.194063927,0.53652968,0.216894977,0.216894977,5.194063927,0.136986301,0.95890411,5.194063927,0.216894977,0.422374429,5.890410959,,,
2002,28079025,2.00913242,1.278538813,2.00913242,1.997716895,100,1.267123288,1.267123288,1.426940639,1.221461187,84.21232877,1.997716895,1.324200913,100,2.00913242,,,
2002,28079035,2.568493151,0.479452055,2.214611872,2.888127854,0.913242009,0.53652968,0.53652968,2.876712329,0.388127854,0.49086758,2.888127854,0.479452055,0.913242009,2.614155251,,,
2002,28079036,100,0.068493151,100,100,100,0.079908676,0.079908676,100,0.034246575,0.159817352,100,0.091324201,100,100,,,
2002,28079038,100,0.0456621,100,100,100,0.068493151,0.068493151,100,0.011415525,0.205479452,100,0.091324201,100,100,,,
2002,28079039,100,0.079908676,100,100,100,0.228310502,0.228310502,100,0.068493151,0.171232877,100,0.102739726,100,100,,,
2002,28079040,100,0.308219178,100,100,1.598173516,0.376712329,0.376712329,100,0.342465753,0.51369863,100,0.776255708,1.164383562,100,,,
2002,28079099,0.970319635,0.034246575,0.639269406,0.821917808,0.102739726,0.034246575,0.034246575,0.719178082,0.02283105,0.0456621,0.799086758,0.034246575,0.102739726,1.324200913,,,
2003,28079001,100,0.216894977,100,100,100,0.410958904,0.410958904,100,0.182648402,0.296803653,100,0.216894977,100,100,,,
2003,28079003,100,1.107305936,100,100,100,1.107305936,1.107305936,100,1.095890411,1.221461187,100,1.095890411,100,100,,,
2003,28079004,100,0.159817352,100,100,100,0.205479452,0.205479452,100,0.148401826,0.342465753,100,0.194063927,100,100,,,
2003,28079006,1.947884417,1.302889577,1.947884417,1.947884417,1.599587203,1.883384933,1.883384933,1.947884417,1.315789474,1.406088751,1.793085655,1.302889577,1.470588235,1.947884417,,,
2003,28079007,100,0.376712329,100,100,0.593607306,0.422374429,0.422374429,100,0.376712329,0.502283105,100,0.422374429,0.593607306,100,,,
2003,28079008,37.9109589,0.251141553,37.9109589,100,0.422374429,0.251141553,0.251141553,100,0.194063927,0.296803653,100,0.308219178,0.422374429,38.05936073,,,
2003,28079009,100,0.618131868,100,100,100,0.606684982,0.606684982,100,0.606684982,0.721153846,100,0.606684982,100,100,,,
2003,28079011,100,0.159817352,100,100,0.239726027,0.422374429,0.422374429,100,0.376712329,0.479452055,100,0.399543379,0.239726027,100,,,
2003,28079012,100,0.262557078,100,100,100,0.308219178,0.308219178,100,0.262557078,0.433789954,100,0.296803653,100,100,,,
2003,28079014,100,0.53652968,100,100,100,0.696347032,0.673515982,100,0.525114155,0.707762557,100,0.605022831,100,100,,,
2003,28079015,0.216894977,0.342465753,0.228310502,100,0.650684932,0.353881279,0.353881279,100,0.285388128,0.422374429,100,0.376712329,0.650684932,0.239726027,,,
2003,28079016,100,0.148401826,100,100,100,0.171232877,0.171232877,100,0.148401826,0.331050228,100,0.182648402,100,100,,,
2003,28079017,100,0.456621005,100,100,100,0.49086758,0.49086758,100,0.399543379,0.502283105,100,0.46803653,100,100,,,
2003,28079018,100,0.148401826,100,100,0.262557078,0.159817352,0.159817352,100,0.148401826,0.262557078,100,0.228310502,0.262557078,100,,,
2003,28079019,100,0.924657534,100,100,100,0.913242009,0.913242009,100,0.924657534,1.038812785,100,0.947488584,100,100,,,
2003,28079021,100,0.148401826,100,100,100,0.194063927,0.194063927,100,0.159817352,0.205479452,100,0.182648402,100,100,,,
2003,28079022,3.573059361,0.53652968,100,100,100,0.410958904,0.410958904,100,0.182648402,0.285388128,100,0.216894977,100,6.426940639,,,
2003,28079023,42.75114155,0.639269406,42.75114155,100,0.684931507,0.764840183,0.764840183,100,0.650684932,0.764840183,100,0.696347032,0.684931507,42.99086758,,,
2003,28079024,2.343028624,1.038781163,2.331486611,2.331486611,1.742843952,1.304247461,1.304247461,2.331486611,1.027239151,1.546629732,2.36611265,1.108033241,1.742843952,2.343028624,,,
2003,28079025,0.662100457,0.422374429,0.662100457,0.662100457,100,0.273972603,0.251141553,0.662100457,0.296803653,0.662100457,0.662100457,0.251141553,100,0.662100457,,,
2003,28079026,100,100,100,100,0.593607306,0.182648402,0.182648402,100,0.194063927,0.525114155,100,0.251141553,0.593607306,100,,,
2003,28079027,100,100,100,100,0.901826484,0.650684932,0.650684932,100,100,0.901826484,100,0.650684932,0.901826484,100,,,
2003,28079035,1.712328767,0.376712329,1.815068493,1.826484018,0.46803653,0.51369863,0.51369863,1.51826484,0.353881279,0.410958904,1.757990868,0.46803653,0.399543379,1.837899543,,,
2003,28079036,100,0.533890436,100,100,100,0.533890436,0.533890436,100,0.475858867,0.626740947,100,0.533890436,100,100,,,
2003,28079038,100,1.316391941,100,100,100,1.327838828,1.327838828,100,1.316391941,19.29945055,100,1.339285714,100,100,,,
2003,28079039,100,0.616438356,100,100,100,0.650684932,0.650684932,100,0.650684932,0.753424658,100,0.650684932,100,100,,,
2003,28079040,100,0.216894977,100,100,1.289954338,0.342465753,0.342465753,100,0.205479452,0.342465753,100,0.319634703,1.015981735,100,,,
2003,28079099,0.353881279,0.148401826,0.867579909,0.913242009,0.171232877,0.205479452,0.205479452,0.913242009,0.148401826,0.205479452,0.878995434,0.182648402,0.171232877,0.456621005,,,
2004,28079001,100,0.136612022,100,100,100,0.409836066,0.421220401,100,0.364298725,0.500910747,100,0.125227687,100,100,11.52094718,,
2004,28079003,100,1.49543379,100,100,100,1.49543379,1.49543379,100,2.52283105,1.917808219,100,1.529680365,100,100,100,,
2004,28079004,100,0.455373406,100,100,100,0.330145719,0.330145719,100,0.557832423,1.309198543,100,0.500910747,100,100,100,,
2004,28079006,3.28525641,1.407967033,3.262362637,3.331043956,1.316391941,1.54532967,1.54532967,3.296703297,1.453754579,1.636904762,3.28525641,1.57967033,1.304945055,3.617216117,12.5,,
2004,28079007,100,1.343351548,100,100,2.333788707,1.366120219,1.366120219,100,1.878415301,2.049180328,100,1.605191257,2.345173042,100,100,,
2004,28079008,2.322404372,0.284608379,2.254098361,100,1.058743169,0.557832423,0.557832423,100,0.489526412,0.591985428,100,0.512295082,1.047358834,2.333788707,100,,
2004,28079009,100,0.853825137,100,100,100,0.785519126,0.785519126,100,1.206739526,1.286429872,100,0.614754098,100,100,100,,
2004,28079011,100,0.102459016,100,100,1.980874317,0.147996357,0.147996357,100,0.250455373,0.455373406,100,0.113843352,1.969489982,100,100,,
2004,28079012,100,0.102459016,100,100,100,0.091074681,0.091074681,100,1.013205829,0.466757741,100,1.571038251,100,100,100,,
2004,28079014,100,0.730593607,100,100,100,0.764840183,0.764840183,100,0.776255708,1.198630137,100,0.764840183,100,100,100,,
2004,28079015,31.46118721,1.107305936,31.47260274,100,1.198630137,1.107305936,1.107305936,100,1.267123288,1.506849315,100,1.118721461,1.187214612,31.49543379,12.75114155,,
2004,28079016,100,0.812728938,100,100,100,0.847069597,0.847069597,100,0.86996337,1.236263736,100,0.801282051,100,100,100,,
2004,28079017,100,0.865209472,100,100,100,0.865209472,0.865209472,100,0.922131148,1.377504554,100,0.876593807,100,100,100,,
2004,28079018,100,0.569216758,100,100,20.66256831,0.72859745,0.72859745,100,0.717213115,42.21311475,100,0.523679417,21.02686703,100,100,,
2004,28079019,100,0.547945205,100,100,100,0.616438356,0.616438356,100,0.719178082,1.00456621,100,0.582191781,100,100,100,,
2004,28079021,100,0.901826484,100,100,100,0.593607306,0.593607306,100,1.96347032,0.673515982,100,0.53652968,100,100,100,,
2004,28079022,4.200913242,0.810502283,100,100,100,0.764840183,0.764840183,100,0.970319635,1.210045662,100,0.787671233,100,7.671232877,13.12785388,,
2004,28079023,72.02868852,0.523679417,72.02868852,100,0.842440801,0.523679417,0.523679417,100,0.557832423,0.944899818,100,0.523679417,0.831056466,72.02868852,100,,
2004,28079024,34.10746812,1.798724954,33.68624772,34.10746812,2.026411658,1.878415301,1.878415301,34.13023679,1.844262295,2.436247723,34.02777778,1.764571949,1.992258652,34.06193078,12.94398907,,
2004,28079025,2.652550091,2.322404372,2.652550091,2.641165756,100,1.969489982,1.969489982,2.652550091,2.254098361,2.436247723,2.652550091,1.935336976,100,2.652550091,100,,
2004,28079026,100,100,100,100,2.265482696,1.10428051,1.10428051,100,1.013205829,1.218123862,100,0.831056466,2.254098361,100,12.01047359,,
2004,28079027,100,100,100,100,2.20856102,0.603369763,0.603369763,100,100,0.489526412,100,0.079690346,2.197176685,100,100,,
2004,28079035,2.984389348,1.193755739,3.041781451,3.145087236,2.467860422,0.952708907,0.952708907,2.984389348,2.031680441,1.342975207,3.053259871,0.99862259,2.42194674,3.122130395,100,,
2004,28079036,100,0.455373406,100,100,100,0.933515483,0.933515483,100,0.660291439,0.990437158,100,0.466757741,100,100,100,,
2004,28079038,100,0.995879121,100,100,100,1.488095238,1.488095238,100,2.678571429,50.37774725,100,1.098901099,100,100,50.1717033,,
2004,28079039,100,0.652472527,100,100,100,0.6753663,0.6753663,100,2.827380952,1.087454212,100,0.686813187,100,100,100,,
2004,28079040,100,0.995879121,100,100,33.24175824,1.888736264,1.888736264,100,1.282051282,1.442307692,100,1.316391941,33.18452381,100,100,,
2004,28079099,3.403916211,0.045537341,3.677140255,1.593806922,1.12704918,0.250455373,0.204918033,1.582422587,0.02276867,0.35291439,1.525500911,0.045537341,0.739981785,2.254098361,11.80555556,,
2005,28079001,100,1.96347032,100,100,100,0.456621005,0.456621005,100,3.892694064,0.433789954,100,0.365296804,100,100,1.061643836,,
2005,28079003,100,2.312271062,100,100,100,2.724358974,2.724358974,100,6.593406593,2.621336996,100,2.380952381,100,100,100,,
2005,28079004,100,0.40174472,100,100,100,0.619834711,0.619834711,100,0.631313131,0.711662075,100,0.40174472,100,100,100,,
2005,28079006,2.511415525,0.901826484,2.511415525,2.52283105,1.438356164,1.506849315,1.506849315,2.511415525,0.970319635,1.038812785,2.511415525,0.924657534,1.244292237,2.739726027,1.073059361,,
2005,28079007,100,0.346112886,100,100,1.863684771,0.372736954,0.372736954,100,1.331203408,0.519169329,100,1.317891374,1.637380192,100,100,,
2005,28079008,5.168047882,0.287753223,5.098987109,100,1.081952118,0.978360958,0.978360958,100,4.627071823,0.494935543,100,0.310773481,0.886279926,5.478821363,100,,
2005,28079009,100,2.198067633,100,100,100,2.958937198,2.958937198,100,2.548309179,3.756038647,100,2.137681159,100,100,100,,
2005,28079011,100,0.136986301,100,100,3.515981735,0.388127854,0.388127854,100,0.696347032,0.525114155,100,0.171232877,3.321917808,100,100,,
2005,28079012,100,0.456621005,100,100,100,0.49086758,0.49086758,100,0.901826484,26.06164384,100,0.650684932,100,100,100,,
2005,28079014,100,0.311634349,100,100,100,0.346260388,0.346260388,100,2.435364728,0.680978763,100,0.346260388,100,100,100,,
2005,28079015,15.15981735,1.678082192,18.71004566,100,1.917808219,1.404109589,1.404109589,100,3.45890411,2.305936073,100,1.404109589,1.723744292,14.98858447,1.906392694,,
2005,28079016,100,0.639269406,100,100,100,0.650684932,0.650684932,100,0.799086758,0.753424658,100,0.639269406,100,100,100,,
2005,28079017,100,0.825825826,100,100,100,0.863363363,0.863363363,100,2.577577578,1.401401401,100,0.850850851,100,100,100,,
2005,28079018,100,0.308219178,100,100,100,0.308219178,0.308219178,100,0.502283105,0.376712329,100,0.308219178,100,100,100,,
2005,28079019,100,0.091324201,100,100,100,0.136986301,0.136986301,100,0.285388128,0.376712329,100,0.125570776,100,100,100,,
2005,28079021,100,0.502283105,100,100,100,0.479452055,0.479452055,100,4.668949772,0.684931507,100,0.502283105,100,100,100,,
2005,28079022,87.8196347,0.125570776,100,100,100,0.057077626,0.057077626,100,0.331050228,0.114155251,100,0.068493151,100,88.03652968,1.484018265,,
2005,28079023,1.404109589,0.079908676,1.689497717,100,1.689497717,0.102739726,0.102739726,100,0.228310502,0.285388128,100,0.102739726,1.49543379,1.712328767,100,,
2005,28079024,57.46575342,0.53652968,57.00913242,55.84474886,0.821917808,0.593607306,0.593607306,55.84474886,0.673515982,0.742009132,55.84474886,0.547945205,0.627853881,57.46575342,0.799086758,,
2005,28079025,9.663120567,3.90070922,9.692671395,9.663120567,100,3.841607565,3.841607565,9.663120567,8.362884161,4.196217494,9.692671395,3.841607565,100,9.692671395,100,,
2005,28079026,27.93378995,100,27.94520548,100,1.883561644,0.125570776,0.125570776,100,0.136986301,0.353881279,100,0.136986301,1.689497717,27.96803653,0.376712329,,
2005,28079027,28.42465753,100,28.44748858,100,0.764840183,0.947488584,0.947488584,100,100,0.182648402,100,0.102739726,0.570776256,28.60730594,100,,
2005,28079035,4.771689498,2.614155251,4.828767123,4.828767123,6.015981735,2.579908676,2.579908676,4.828767123,6.666666667,3.093607306,4.817351598,2.636986301,6.015981735,5.0456621,100,,
2005,28079036,100,0.638347261,100,100,100,0.626740947,0.626740947,100,1.984679666,0.800835655,100,0.638347261,100,100,100,,
2005,28079038,100,0.02283105,100,100,100,0.068493151,0.068493151,100,2.751141553,0.102739726,100,0.0456621,100,100,0.878995434,,
2005,28079039,100,0.627853881,100,100,100,0.627853881,0.627853881,100,5,4.9543379,100,0.673515982,100,100,100,,
2005,28079040,100,1.568223443,100,100,100,0.698260073,0.698260073,100,0.70970696,0.801282051,100,0.801282051,100,100,100,,
2005,28079099,0.148401826,0.011415525,0.707762557,0.136986301,4.235159817,0.308219178,0,0.079908676,0.011415525,0.102739726,0.148401826,0,3.447488584,0.068493151,0.102739726,,
2006,28079001,100,1.193957115,100,100,100,1.315789474,1.315789474,100,4.166666667,1.364522417,100,1.206140351,100,100,3.192007797,,
2006,28079003,100,0.53652968,100,100,100,0.627853881,0.627853881,100,3.070776256,0.742009132,100,0.582191781,100,100,100,,
2006,28079004,100,0.399543379,100,100,100,0.570776256,0.570776256,100,0.410958904,0.627853881,100,0.410958904,100,100,100,,
2006,28079006,5.0456621,0.570776256,5.239726027,5.399543379,3.858447489,0.901826484,0.901826484,5.148401826,0.605022831,0.684931507,5.148401826,0.593607306,3.858447489,5.353881279,1.529680365,,
2006,28079007,100,0.46803653,100,100,1.175799087,0.502283105,0.502283105,100,0.502283105,0.593607306,100,0.49086758,1.175799087,100,100,,
2006,28079008,1.415525114,0.251141553,1.358447489,100,1.735159817,0.319634703,0.319634703,100,1.815068493,0.799086758,100,0.262557078,1.735159817,1.757990868,100,,
2006,28079009,100,0.810502283,100,100,100,0.833333333,0.833333333,100,0.833333333,1.700913242,100,0.787671233,100,100,100,,
2006,28079011,100,0.433789954,100,100,1.621004566,0.582191781,0.582191781,100,0.753424658,0.525114155,100,0.46803653,1.609589041,100,100,,
2006,28079012,100,0.353881279,100,100,100,0.376712329,0.376712329,100,0.616438356,11.28995434,100,0.410958904,100,100,100,,
2006,28079014,100,0.445205479,100,100,100,0.570776256,0.570776256,100,4.794520548,0.776255708,100,0.456621005,100,100,100,,
2006,28079015,29.42994505,0.629578755,29.42994505,100,1.465201465,0.618131868,0.629578755,100,5.151098901,0.824175824,100,0.629578755,1.465201465,29.53296703,0.744047619,,
2006,28079016,100,0.41322314,100,100,100,0.482093664,0.482093664,100,0.59687787,1.090449954,100,0.505050505,100,100,100,,
2006,28079018,100,0.353881279,100,100,100,0.53652968,0.53652968,100,0.342465753,0.593607306,100,0.342465753,100,100,100,,
2006,28079019,100,0.559360731,100,100,100,1.118721461,1.118721461,100,0.821917808,0.684931507,100,0.616438356,100,100,100,,
2006,28079021,100,1.097733711,100,100,100,1.440037771,1.440037771,100,6.185080264,1.274787535,100,1.085930123,100,100,100,,
2006,28079022,100,0.707762557,100,100,100,0.559360731,0.559360731,100,0.776255708,1.335616438,100,0.399543379,100,100,2.5456621,,
2006,28079023,1.503673095,1.136363636,1.664370983,100,1.469237833,1.159320478,1.159320478,100,4.533976125,1.274104683,100,1.124885216,1.423324151,2.112029385,100,,
2006,28079024,3.845270891,1.320018365,3.845270891,3.845270891,1.916896235,1.664370983,1.664370983,3.845270891,2.881083563,1.985766758,3.845270891,1.331496786,1.893939394,3.856749311,1.733241506,,
2006,28079025,100,2.296296296,100,100,100,1.277777778,1.277777778,100,3.574074074,1.5,100,1.148148148,100,100,100,,
2006,28079026,4.086757991,100,4.109589041,100,0.878995434,0.388127854,0.388127854,100,0.376712329,0.547945205,100,0.49086758,0.878995434,4.109589041,1.061643836,,
2006,28079027,0.502283105,100,0.49086758,100,0.616438356,0.993150685,0.993150685,100,100,0.547945205,100,0.433789954,0.616438356,0.627853881,100,,
2006,28079035,1.072485207,0.530078895,1.047830375,1.047830375,41.35848126,0.641025641,0.641025641,1.035502959,4.857001972,0.653353057,1.047830375,0.542406312,41.35848126,1.134122288,100,,
2006,28079036,100,0.732600733,100,100,100,0.789835165,0.789835165,100,5.070970696,0.881410256,100,0.70970696,100,100,100,,
2006,28079038,100,0.593607306,100,100,100,0.627853881,0.627853881,100,4.840182648,0.936073059,100,0.593607306,100,100,77.00913242,,
2006,28079039,100,0.751783894,100,100,100,0.790010194,0.790010194,100,5.071355759,2.688583078,100,0.777268094,100,100,100,,
2006,28079040,100,0.319634703,100,100,100,0.616438356,0.616438356,100,0.605022831,0.49086758,100,0.753424658,100,100,100,,
2006,28079099,0.011415525,0.011415525,0.079908676,0.331050228,1.358447489,0.02283105,0.011415525,0.02283105,0.011415525,0.02283105,0.296803653,0.011415525,0.776255708,0.02283105,0.273972603,,
2007,28079001,100,0.770308123,100,100,100,0.887021475,0.887021475,100,3.47805789,0.828664799,100,0.85200747,100,100,1.085434174,,
2007,28079003,100,1.805949008,100,100,100,1.876770538,1.876770538,100,1.947592068,15.40368272,100,1.404627007,100,100,100,,
2007,28079004,100,0.068493151,100,100,100,0.091324201,0.091324201,100,0.125570776,0.46803653,100,0.091324201,100,100,100,,
2007,28079006,1.301369863,0.171232877,1.301369863,1.586757991,0.342465753,0.159817352,0.171232877,1.575342466,0.502283105,0.616438356,1.575342466,0.216894977,0.285388128,1.312785388,0.570776256,,
2007,28079007,100,0.51369863,100,100,0.707762557,0.673515982,0.673515982,100,0.673515982,0.296803653,100,0.251141553,0.650684932,100,100,,
2007,28079008,2.571166208,1.859504132,2.548209366,100,2.605601469,2.536730946,2.571166208,100,4.247015611,1.951331497,100,1.916896235,1.893939394,2.640036731,100,,
2007,28079009,100,0.068493151,100,100,100,0.730593607,0.742009132,100,0.730593607,0.53652968,100,0.057077626,100,100,100,,
2007,28079011,100,0.285388128,100,100,1.47260274,0.95890411,0.95890411,100,0.593607306,0.353881279,100,0.342465753,1.232876712,100,100,,
2007,28079012,100,0.502283105,100,100,100,0.479452055,0.49086758,100,0.719178082,0.730593607,100,0.525114155,100,100,100,,
2007,28079014,100,0.262557078,100,100,100,0.068493151,0.068493151,100,4.394977169,3.356164384,100,0.114155251,100,100,100,,
2007,28079015,7.077625571,0.102739726,7.180365297,100,0.194063927,0.079908676,0.091324201,100,4.440639269,0.159817352,100,0.091324201,0.136986301,7.271689498,0.285388128,,
2007,28079016,100,0.262557078,100,100,100,0.308219178,0.308219178,100,0.388127854,0.433789954,100,0.285388128,100,100,100,,
2007,28079018,100,1.221461187,100,100,100,0.079908676,0.079908676,100,0.273972603,0.262557078,100,0.091324201,100,100,100,,
2007,28079019,100,0.159817352,100,100,100,0.171232877,0.171232877,100,0.331050228,0.262557078,100,0.159817352,100,100,100,,
2007,28079021,100,0.205479452,100,100,100,0.102739726,0.102739726,100,4.098173516,0.091324201,100,0.091324201,100,100,100,,
2007,28079022,100,0.49086758,100,100,100,0.182648402,0.182648402,100,0.901826484,0.456621005,100,0.136986301,100,100,1.107305936,,
2007,28079023,0.228310502,0.0456621,0.228310502,100,0.194063927,0.057077626,0.068493151,100,4.920091324,0.331050228,100,0.057077626,0.136986301,0.296803653,100,,
2007,28079024,0.890410959,0.205479452,0.890410959,0.901826484,0.46803653,0.479452055,0.49086758,0.901826484,4.600456621,0.422374429,0.901826484,0.205479452,0.410958904,0.890410959,0.422374429,,
2007,28079025,100,0.456621005,100,100,100,0.662100457,0.662100457,100,0.251141553,0.388127854,100,0.194063927,100,100,100,,
2007,28079026,0.595238095,100,0.572344322,100,1.201923077,0.560897436,0.572344322,100,1.156135531,0.595238095,100,0.618131868,0.858516484,0.641025641,1.053113553,,
2007,28079027,0.159817352,100,0.125570776,100,0.182648402,0.102739726,0.102739726,100,100,0.125570776,100,0.057077626,0.125570776,0.228310502,100,,
2007,28079036,100,0.091324201,100,100,100,0.239726027,0.239726027,100,4.53196347,0.205479452,100,0.114155251,100,100,100,,
2007,28079038,100,0.091324201,100,100,100,0.95890411,0.98173516,100,4.50913242,0.273972603,100,0.194063927,100,100,6.826484018,,
2007,28079039,100,0.494604317,100,100,100,0.584532374,0.599520384,100,4.886091127,0.914268585,100,0.524580336,100,100,100,,
2007,28079040,100,0.057077626,100,100,100,0.148401826,0.148401826,100,0.102739726,0.159817352,100,0.136986301,100,100,100,,
2007,28079099,0.011415525,0.011415525,0.011415525,0.011415525,0.011415525,0.011415525,0.011415525,0.011415525,0.011415525,0.034246575,0.011415525,0.011415525,0.011415525,0.011415525,0.02283105,,
2008,28079001,100,0.159380692,100,100,100,0.182149362,0.204918033,100,0.182149362,0.273224044,100,0.204918033,100,100,2.23132969,,
2008,28079003,100,0.637522769,100,100,100,0.865209472,0.865209472,100,1.582422587,0.637522769,100,1.013205829,100,100,100,,
2008,28079004,100,0.204918033,100,100,100,0.216302368,0.216302368,100,0.546448087,0.591985428,100,0.216302368,100,100,100,,
